AS_events	E2F Targets	G2M Checkpoint	Mitotic Spindle	Oxidative Phosphorylation	Myc Targets V2	Mtorc1 Signaling	DNA Repair	Estrogen Response Late	Androgen Response	Glycolysis	Unfolded Protein Response	Myogenesis	Adipogenesis	Myc Targets V1	Hedgehog Signaling	Spermatogenesis	Estrogen Response Early	Heme Metabolism	Coagulation	UV Response Dn	Interferon Alpha Response	Hypoxia	Apical Junction	Bile Acid Metabolism	Apoptosis	Complement	Protein Secretion	UV Response Up	KRAS Signaling Up	Notch Signaling	Epithelial Mesenchymal Transition	Angiogenesis	TGB Beta Signaling	KRAS Signaling Dn	Xenobiotic Metabolism	P53 Pathway	Inflammatory Response	Wnt Beta Catenin Signaling	Allograft Rejection	Peroxisome	TNFa Signaling Via NFkB	Fatty Acid Metabolism	Pancreas Beta Cells	Apical Surface	IL6 JAK STAT3 Signaling	Interferon Gamma Response	IL2 STAT5 Signaling	PI3K AKT mTOR Signaling	Reactive Oxigen Species Pathway	Cholesterol Homeostasis
LRRFIP1_chr2_+_238647874_238647952_238629465_238657006	-0.420084011	-0.433688144	-0.424086402	NaN	-0.426513841	-0.380170084	-0.353498582	NaN	NaN	NaN	NaN	0.345886274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
COL6A3_chr2_-_238287278_238287878_238285987_238289557	0.398694487	0.391355305	0.402315617	NaN	NaN	0.305633463	NaN	NaN	NaN	NaN	NaN	NaN	-0.39242647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ARIH2_chr3_+_48982568_48982614_48965246_48999044	-0.334114908	-0.345694473	-0.315631317	NaN	-0.348476064	-0.330902234	-0.362040171	NaN	NaN	-0.305019649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ARFGAP2_chr11_-_47194260_47194302_47193884_47196565	NaN	0.31775335	NaN	NaN	0.395335558	NaN	0.415713538	0.386241318	0.388115276	NaN	0.312850951	NaN	NaN	NaN	0.334765871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AAMDC_chr11_+_77552064_77552106_77532287_77553524	NaN	NaN	NaN	0.366379166	NaN	NaN	NaN	0.303750224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PDE2A_chr11_-_72308553_72308663_72302400_72316181	NaN	NaN	NaN	NaN	NaN	NaN	0.316951683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.319242174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CHURC1_chr14_+_65392727_65392798_65390844_65398855	NaN	NaN	NaN	0.329141064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.301504415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ECHDC2_chr1_-_53370705_53370762_53370505_53373539	NaN	NaN	NaN	0.310334834	NaN	NaN	NaN	NaN	0.340806661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NDUFAF6_chr8_+_96056704_96056823_96053854_96057772	NaN	NaN	NaN	NaN	NaN	NaN	-0.319627047	NaN	NaN	NaN	-0.314899746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GALNS_chr16_-_88909437_88909607_88909237_88923165	-0.360485891	-0.383377744	-0.35075397	NaN	-0.348863754	-0.344690211	-0.351905807	NaN	NaN	-0.30981212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PLA2G5_chr1_+_20415317_20415394_20412720_20417060	0.405703859	0.387238795	0.362613423	NaN	0.3537472	NaN	NaN	NaN	NaN	NaN	NaN	-0.313909658	NaN	0.335679134	NaN	NaN	NaN	NaN	NaN	-0.388300625	NaN	-0.4079742	-0.405684675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.308464857	NaN	NaN	-0.408680868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TCF12_chr15_+_57544618_57544690_57543621_57545459	0.376196604	0.363348878	0.330090543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.316474137	-0.346203538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.317453112	NaN
GUF1_chr4_+_44690023_44690163_44688730_44691302	NaN	NaN	NaN	NaN	0.342657415	NaN	0.325256119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SF1_chr11_-_64540901_64540977_64537880_64543969	0.59131763	0.601568172	0.55273738	NaN	0.50580584	0.557850483	0.487619455	NaN	NaN	0.390675683	0.327518269	NaN	NaN	0.373255811	0.351319823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NDUFB5_chr3_+_179333770_179333837_179322727_179334770	NaN	NaN	NaN	0.400282595	NaN	NaN	NaN	NaN	0.404808321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CAMK2G_chr10_-_75599296_75599359_75597269_75601926	-0.552319188	-0.558476316	-0.536132178	NaN	-0.414463298	-0.40299706	NaN	NaN	NaN	NaN	NaN	0.444416858	0.470716211	-0.357298145	NaN	NaN	NaN	NaN	NaN	0.301354182	NaN	0.373526523	0.352869539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.304023317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
UBE3A_chr15_-_25652213_25652284_25650649_25654234	NaN	NaN	NaN	-0.4439773	NaN	NaN	-0.311648681	NaN	NaN	NaN	-0.38563132	NaN	NaN	-0.348350959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BCAT2_chr19_-_49310256_49310331_49303554_49314240	-0.352499457	-0.323642784	-0.340928765	0.435734775	NaN	NaN	NaN	NaN	NaN	-0.356430742	NaN	NaN	NaN	NaN	NaN	-0.531601076	NaN	-0.393634443	-0.41343691	NaN	NaN	NaN	NaN	-0.413652098	NaN	-0.366494308	NaN	NaN	NaN	NaN	NaN	-0.322620623	NaN	-0.407008442	-0.311863289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.312197892	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PHYKPL_chr5_-_177642276_177642431_177641886_177649355	-0.32198029	NaN	-0.30818349	0.525744972	NaN	NaN	NaN	0.440356527	0.416727643	NaN	NaN	NaN	0.412255907	NaN	NaN	NaN	0.39101491	NaN	-0.310573936	NaN	NaN	NaN	NaN	NaN	0.335682452	NaN	NaN	NaN	NaN	0.350097889	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HERC4_chr10_-_69718869_69718893_69716733_69726439	NaN	NaN	NaN	-0.313080183	NaN	NaN	NaN	-0.340888673	-0.452260146	NaN	NaN	NaN	-0.339002381	NaN	NaN	NaN	-0.362168518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.357199143	NaN	NaN	NaN	NaN	-0.339178469	NaN	NaN	NaN	NaN	NaN	-0.349638756	NaN	NaN	NaN	NaN	-0.335406958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PHKG2_chr16_+_30767675_30767841_30764878_30767910	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.313381087	NaN	NaN	0.332765506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CCDC90B_chr11_-_82989768_82989872_82985783_82991183	NaN	NaN	NaN	0.340522481	NaN	NaN	NaN	NaN	0.373365197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RABGAP1L_chr1_+_174927027_174927310_174926686_174938413	-0.458901666	-0.444039418	-0.471019134	NaN	NaN	-0.39600942	NaN	NaN	NaN	-0.332987473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MAPT_chr17_+_44060543_44061296_44055806_44064405	-0.515547198	-0.535886093	-0.499458702	NaN	-0.41102062	-0.389678898	NaN	NaN	NaN	NaN	NaN	0.464820489	0.369302464	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.329293985	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ANKRD10_chr13_-_111552876_111553041_111545610_111558379	NaN	NaN	NaN	NaN	NaN	-0.470419608	-0.395914869	-0.30363426	NaN	-0.413070547	-0.415621203	NaN	NaN	NaN	NaN	NaN	-0.307465186	NaN	NaN	-0.401144478	-0.41794415	NaN	NaN	NaN	-0.309590793	-0.407872124	-0.423151616	-0.346750158	-0.391478651	NaN	-0.349898524	NaN	-0.448378516	NaN	NaN	-0.378384442	-0.372712533	NaN	-0.31458207	NaN	-0.388300575	NaN	NaN	NaN	-0.38677566	-0.359337994	-0.323845691	-0.396272253	NaN	-0.378863421
GEMIN4_chr17_-_653053_653149_651272_655372	-0.31495227	-0.324674324	NaN	NaN	-0.358224024	-0.310114626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PALM_chr19_+_740351_740483_736078_746284	-0.300025343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.317406394	0.365863173	NaN	NaN	NaN	NaN	NaN	NaN	0.391509268	NaN	0.407986157	0.407970265	NaN	0.312291472	0.368151037	NaN	NaN	NaN	NaN	0.346107176	0.313154467	NaN	NaN	NaN	0.311332172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.333748909	NaN	0.300953632	0.364088371	0.300093377	0.305900257	NaN
MTMR12_chr5_-_32233066_32233126_32230453_32233878	-0.342651545	-0.344458524	-0.323276894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.330935172	0.349076176	NaN	NaN	NaN	NaN	NaN	NaN	0.307754876	NaN	0.306375917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PIGQ_chr16_+_631198_631341_630972_632247	-0.308459953	-0.319872211	NaN	NaN	-0.338259252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PBRM1_chr3_-_52588739_52588895_52584833_52592264	0.340670478	0.35132751	0.305906168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.433477718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.307554455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PEX7_chr6_+_137167210_137167319_137147607_137187764	NaN	NaN	-0.570952061	NaN	NaN	NaN	NaN	-0.45549932	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.529923473	NaN	NaN	-0.474257757	NaN	NaN	-0.506125523	NaN	NaN	NaN	NaN	NaN	-0.452820876	-0.415439302	NaN	NaN	NaN	NaN	NaN	-0.537409451	NaN	NaN	NaN	NaN	-0.518158478	NaN	NaN	NaN	NaN	NaN	-0.446649326	NaN	NaN	NaN
HMOX2_chr16_+_4533637_4533739_4526488_4556895	NaN	NaN	NaN	0.576374589	NaN	NaN	NaN	-0.323937835	NaN	-0.394725261	NaN	NaN	NaN	NaN	-0.333751483	-0.512512686	-0.333719892	-0.482103896	-0.379449788	-0.406134776	NaN	-0.319317207	-0.438698002	-0.394618152	NaN	-0.48776384	NaN	-0.561586553	-0.422442321	NaN	-0.388058108	-0.395737558	NaN	-0.532963628	-0.337783767	NaN	-0.446508988	NaN	-0.309901869	NaN	-0.367850508	NaN	NaN	-0.315808997	NaN	NaN	-0.388422676	NaN	NaN	NaN
ECHDC2_chr1_-_53372190_53372283_53370505_53373539	NaN	NaN	NaN	0.412075038	NaN	NaN	NaN	0.336446927	0.427687285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PLPP1_chr5_-_54786787_54786942_54771278_54830399	-0.389458989	-0.406866964	-0.367169425	NaN	-0.34813961	-0.300747082	-0.332532617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
UHRF2_chr9_+_6492302_6492401_6486925_6493825	-0.395322369	-0.411318424	-0.371982416	NaN	-0.32746855	-0.37943035	NaN	NaN	NaN	-0.341589702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GSTM4_chr1_+_110200211_110200293_110199901_110200393	NaN	NaN	NaN	0.371130414	NaN	NaN	NaN	0.369559915	NaN	NaN	0.390918505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TCF3_chr19_-_1632330_1632404_1627425_1646353	-0.34856742	-0.327080559	-0.346240057	0.305728217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.322927885	NaN	NaN	-0.325926989	NaN	NaN	NaN	NaN	-0.328817585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.311455031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
METTL6_chr3_-_15457004_15457090_15455669_15457278	-0.4124731	-0.429270571	-0.392690683	NaN	-0.501339582	-0.432892651	-0.459736854	NaN	NaN	NaN	-0.408051233	NaN	NaN	-0.430969947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
INO80E_chr16_+_30012532_30014334_30012361_30016541	NaN	NaN	NaN	-0.544310575	NaN	NaN	NaN	NaN	NaN	NaN	-0.403935048	NaN	-0.372130479	-0.390554181	NaN	NaN	NaN	NaN	NaN	-0.409172913	NaN	-0.440111442	NaN	NaN	NaN	NaN	-0.444641934	-0.401765673	NaN	NaN	-0.477278053	-0.387439088	-0.412094898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.43868852	NaN	NaN	NaN	NaN	-0.500258046	-0.367669269
PLOD2_chr3_-_145795648_145795711_145794682_145796902	-0.343149038	-0.341106797	-0.300570855	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.361132908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CSNK1A1_chr5_-_148897356_148897440_148892772_148899852	-0.35915344	-0.344710684	-0.344592059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
COL16A1_chr1_-_32136202_32136247_32134456_32137215	-0.48338166	-0.457650798	-0.465569497	0.348237568	-0.315027346	-0.425826998	NaN	NaN	NaN	-0.323935421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.501117458	-0.446361043	NaN	NaN	NaN	NaN	-0.329566027	NaN	-0.338304105	NaN	NaN	NaN	NaN	NaN	-0.355834119	NaN	NaN	-0.336566277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CD27-AS1_chr12_-_6560058_6560146_6557903_6560634	NaN	NaN	NaN	-0.524913505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.308437993	NaN	0.412712217	NaN	0.390420973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CSAD_chr12_-_53565109_53565225_53564286_53565665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.369482807	0.327326014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.316602267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
POGK_chr1_+_166815848_166815975_166810325_166818174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.618942021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.593914949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SMYD2_chr1_+_214478529_214478593_214454770_214488104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.335447991	0.318847207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MINDY3_chr10_-_15880226_15880278_15879317_15883424	NaN	0.311827571	NaN	NaN	0.322796512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.314966296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SYNE4_chr19_-_36494514_36494573_36494422_36496234	-0.412636521	-0.388280421	-0.41270778	0.313866651	NaN	-0.309970758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HEXA_chr15_-_72646031_72646078_72645519_72647899	0.30018949	0.347358963	NaN	0.319049089	0.362426546	0.33625458	0.406528617	0.335050223	NaN	NaN	0.342511894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.376357848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.320239851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FAM192A_chr16_-_57208531_57208600_57207781_57219732	-0.432676177	-0.46043754	-0.428684897	NaN	-0.473646408	-0.429390213	-0.517594542	-0.320050393	NaN	-0.393034395	-0.39707318	NaN	NaN	-0.356407683	-0.311585964	NaN	NaN	NaN	NaN	NaN	-0.317545728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
IGFLR1_chr19_-_36230610_36230670_36230527_36231924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.359454827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.32936548	NaN	-0.366711358	NaN	NaN	NaN	NaN	NaN	-0.345932094	-0.36668988	-0.338583076	NaN	NaN	NaN
GPS1_chr17_+_80010250_80010335_80009840_80011149	0.337987458	NaN	0.351113415	-0.616591579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.52267842	NaN	0.433144053	0.465353468	NaN	NaN	NaN	NaN	0.459280877	NaN	0.344842092	NaN	NaN	NaN	NaN	NaN	0.379610766	NaN	NaN	0.347349478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.324829625	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GUSB_chr7_-_65444820_65444898_65441189_65445210	0.439986027	0.473994406	0.418094102	NaN	0.409966043	0.463037279	0.409092472	0.306187629	NaN	0.337875824	0.400558398	NaN	NaN	0.345236895	0.328538368	NaN	NaN	NaN	NaN	NaN	0.393344535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
UTP6_chr17_-_30205720_30205800_30205346_30207591	0.484691069	0.502791623	0.465772924	NaN	0.401607668	0.448980001	0.439512765	NaN	NaN	NaN	NaN	NaN	NaN	0.337467678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
